"","customerID","tenure","MonthlyCharges","TotalCharges","Churn","Gender_Female","SeniorCitizen_0","Partner_Yes","Dependents_No","PhoneService_No","MultipleLines_No","InternetService_DSL","InternetService_Fiberoptic","OnlineSecurity_No","Online_Backup_Yes","DeviceProtection_No","TechSupport_No","tv_No","Movies_No","Contract_Monthtomonth","Contract_Oneyear","PaperLessBilling_Yes","PaymentMethod_Electroniccheck","PaymentMethod_Mailedcheck","PaymentMethod_Banktransfer_automatic"
"5909","4786-UKSNZ",1,20.2,20.2,"Yes",0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"5912","1976-AZZPJ",7,34.2,256.6,"No",0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0
"5924","8035-PWSEV",6,89.25,487.05,"No",1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0
"5925","2236-HILPA",62,20.65,1218.45,"No",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5930","5828-DWPIL",62,89.1,5618.3,"No",0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0
"5943","7240-ETPTR",9,48.75,442.2,"Yes",1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0
"5945","5995-OIGLP",12,56.65,654.85,"Yes",0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0
"5947","6261-RCVNS",42,73.9,3160.55,"Yes",1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0
"5948","7951-QKZPL",33,24.5,740.3,"Yes",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"5949","1414-YADCW",70,84.6,5706.2,"No",0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1
"5957","3640-PHQXK",31,89.9,2806.9,"Yes",1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0
"5960","2729-VNVAP",33,19.8,641.35,"No",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5972","9800-OUIGR",66,20,1374.2,"No",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5973","1324-NLTJE",15,55,757.1,"Yes",1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0
"5978","0780-XNZFN",57,20.65,1125.6,"No",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5991","1472-TNCWL",36,94.7,3512.5,"No",0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0
"5993","0687-ZVTHB",65,72.45,4653.85,"Yes",0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0
"5995","9661-ACXBS",42,105.2,4400.75,"Yes",1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0
"5996","2193-SFWQW",72,111.95,8033.1,"No",0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"5997","5656-JAMLX",62,19.85,1253.65,"No",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"6005","6736-DHUQI",67,84.8,5598.3,"No",1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1
"6008","2724-FJDYW",39,54.85,2191.7,"No",0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
"6020","0440-MOGPM",41,80.55,3263.9,"No",1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0
"6021","0020-JDNXP",34,61.25,1993.2,"No",1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
"6026","2887-JPYLU",41,45.2,1841.9,"No",1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1
"6039","1555-DJEQW",70,114.2,7723.9,"Yes",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
"6041","0519-XUZJU",1,70.75,70.75,"Yes",1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0
"6043","4750-UKWJK",37,19.6,727.8,"No",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"6044","6338-AVWCY",3,40.15,130.75,"Yes",0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0
"6045","1689-YQBYY",12,76.6,893,"No",1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0
"6053","2516-XSJKX",41,78.45,3126.45,"No",1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0
"6056","6599-SFQVE",6,55,340.4,"No",1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0
"6068","1397-XKKWR",7,35.3,264.8,"No",0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0
"6069","3945-GFWQL",12,44.55,480.6,"Yes",1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0
"6074","6096-EGVTU",64,24.9,1595.5,"No",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"6087","0916-KNFAJ",61,69.9,4226.7,"No",0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
"6089","3063-QFSZL",1,55.4,55.4,"Yes",1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0
"6091","9625-QNLUX",68,103.25,7074.4,"No",0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
"6092","3097-NQYSN",2,86.85,156.35,"Yes",0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0
"6093","4024-CSNBY",72,94.25,6849.75,"No",1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1
"6101","3565-UNOCC",29,99.05,2952.85,"Yes",1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1
"6104","8573-CGOCC",16,19.75,294.9,"No",0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"6116","3831-YCPUO",72,109.5,7854.9,"No",1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"6117","7445-WMRBW",48,73.85,3581.4,"No",1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1
"6122","7337-CINUD",8,19.5,159.35,"No",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"6135","3258-SANFR",6,44.7,276.5,"No",0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0
"6137","3190-ITQXP",46,20.25,890.35,"No",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"6139","4833-QTJNO",67,83.85,5588.8,"No",0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1
"6140","3039-MJSLN",3,20.2,50.6,"No",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"6141","0178-CIIKR",3,19.95,58,"No",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"6149","8990-YOZLV",69,66.9,4577.9,"No",1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0
"6152","3627-FCRDW",9,71,672.55,"Yes",1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0
"6164","3427-GGZZI",19,89.1,1620.8,"No",1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0
"6165","7779-ORAEL",45,75.15,3480.35,"No",0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"6170","4847-QNOKA",1,44.9,44.9,"Yes",1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1
"6183","2925-VDZHY",72,88.7,6501.35,"No",0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"6185","3413-CSSTH",41,55.7,2237.55,"No",0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1
"6187","4789-KWMXN",47,110.85,5275.8,"Yes",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"6188","0224-NIJLP",8,20.15,165.5,"No",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"6189","7542-CYDDM",18,20.05,358.5,"No",0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"6197","2988-QRAJY",69,110.05,7430.75,"No",0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
"6200","2856-NNASM",43,89.55,3856.75,"Yes",0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0
"6212","4439-JMPMT",5,85.75,470.95,"Yes",1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0
"6213","6537-OTKMY",15,50.75,688.2,"No",0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
"6218","1599-MMYRQ",62,81.45,4983.05,"No",0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0
"6231","9962-BFPDU",1,20.05,20.05,"No",1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"6233","9681-OXGVC",5,100.5,514,"Yes",1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0
"6235","5995-LFTLE",58,25.3,1474.35,"No",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"6236","5180-UCIIQ",22,40.05,880.2,"Yes",0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0
"6237","1932-UEDCX",33,100.6,3270.25,"No",0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1
"6245","5331-RGMTT",54,99.05,5295.7,"No",0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0
"6248","3428-MMGUB",60,89.55,5231.2,"No",0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0
"6260","2661-GKBTK",60,76.95,4543.95,"No",0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
"6261","0458-HEUZG",13,35.4,450.4,"No",1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
"6266","3278-FSIXX",2,45.25,74.2,"No",1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0
"6279","7208-PSIHR",70,104.3,7188.5,"No",1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
"6281","0489-WMEMG",23,49.45,1119.35,"No",1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0
"6283","1354-YZFNB",4,19.55,68.8,"No",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6284","6956-SMUCM",3,99,287.4,"Yes",1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0
"6285","2985-FMWYF",23,93.5,2341.55,"No",1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0
"6293","0327-WFZSY",39,100,3835.55,"No",0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
"6296","7033-CLAMM",48,20.2,1027.25,"No",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"6308","3043-SUDUA",32,19.9,601.55,"No",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"6309","5442-BHQNG",2,70.35,139.25,"No",1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0
"6314","0754-UKWQP",2,95.85,197.7,"Yes",0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0
"6327","3249-VHRIP",62,43.6,2748.7,"No",1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0
"6329","4701-LKOZD",70,89.75,6367.2,"No",1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"6331","9921-QFQUL",23,90.15,2044.95,"No",1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0
"6332","1929-ZCBHE",47,40.3,1794.8,"No",0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0
"6333","4378-MYPGO",68,105.25,7173.15,"No",0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1
"6341","3323-CPBWR",23,96.9,2085.45,"No",0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
"6344","0902-RFHOF",38,20.1,730.1,"No",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"6356","1936-UAFEH",68,110.25,7279.35,"No",1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"6357","3587-PMCOY",10,98.9,1064.95,"No",0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0
"6362","5309-TAIKL",7,62.8,418.3,"No",1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1
"6375","1293-BSEUN",72,20.7,1482.3,"No",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"6377","1302-TPUBN",66,19.35,1240.8,"No",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"6379","0637-UBJRP",13,84.05,1095.3,"Yes",0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0
"6380","0940-OUQEC",10,80.7,788.8,"Yes",0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1
"6381","2378-VTKDH",65,104.35,6578.55,"No",0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0
"6389","1963-VAUKV",1,20.4,20.4,"Yes",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"6392","4000-VGMQP",38,78.95,2862.55,"No",0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0
"6404","3258-ZKPAI",72,116.6,8337.45,"No",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
"6405","1428-IEDPR",52,109.3,5731.4,"No",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"6410","3653-NCRDJ",43,19.2,776.25,"No",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"6423","8668-KNZTI",52,53.75,2790.65,"No",0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0
"6425","6034-ZRYCV",72,54.2,3937.45,"Yes",1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0
"6427","3926-YZVVX",41,50.05,2029.05,"No",1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1
"6428","6000-UKLWI",41,20.15,802.35,"No",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"6429","2079-FBMZK",6,69.25,418.4,"Yes",1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0
"6437","7560-QJAVJ",70,79.6,5589.45,"No",1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"6440","9137-UIYPG",35,106.9,3756.45,"No",1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0
"6452","4868-AADLV",66,116.25,7862.25,"No",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0
"6453","9529-OFXHY",15,87.75,1242.2,"No",0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1
"6458","2233-TXSIU",17,44.45,792.15,"No",0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
"6471","4544-RXFMG",8,43.45,345.5,"No",0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0
"6473","1150-FTQGN",60,94.15,5811.8,"No",1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1
"6475","7196-LIWRH",6,19.55,124.45,"No",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"6476","5448-VWNAM",19,75.9,1375.6,"No",1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0
"6477","1177-XZBJL",53,64.15,3491.55,"No",0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1
"6485","2911-IJORQ",37,90.6,3358.65,"No",0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1
"6488","5998-DZLYR",61,94.35,5703,"No",1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1
"6500","2676-ISHSF",1,20.3,20.3,"No",0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"6501","9236-NDUCW",21,35.1,770.4,"No",1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0
"6506","7018-FPXHH",56,59.8,3457.45,"No",0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1
"6519","1963-SVUCV",1,45.3,45.3,"Yes",0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0
"6521","0220-EBGCE",2,85.85,167.3,"Yes",0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0
"6523","7233-IOQNP",43,34,1505.35,"No",1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1
"6524","2834-JKOOW",15,45.9,693.45,"No",1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0
"6525","2754-VDLTR",10,95.2,930.4,"Yes",0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0
"6533","1763-KUAAW",18,20.35,369.6,"No",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"6536","0520-FDVVT",35,102.35,3626.1,"Yes",0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1
"6548","3908-MKIMJ",68,41.95,2965.75,"No",0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0
"6549","5012-YSPJJ",31,54.35,1647,"No",0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0
"6554","4891-NLUBA",61,61.45,3751.15,"No",1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1
"6567","3795-CAWEX",70,116.55,8152.3,"No",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"6569","5647-URDKA",8,19.7,130.25,"No",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"6571","9626-WEQRM",4,29.15,110.05,"No",1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0
"6572","2188-SXWVT",34,55,1885.15,"No",1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0
"6573","6258-PVZWJ",68,90.8,6302.85,"No",0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"6581","7696-AMHOD",49,78,3824.2,"No",1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0
"6584","9617-UDPEU",22,19.25,412.55,"No",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"6596","5702-KVQRD",71,82.55,5832.65,"No",0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
"6597","0083-PIVIK",64,81.25,5567.55,"No",0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
"6602","4909-JOUPP",72,109.7,7898.45,"No",0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"6615","4086-WITJG",71,19.7,1301.1,"No",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6617","9600-NAXZN",43,101.4,4528,"Yes",0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0
"6619","8404-FYDIB",26,86.65,2208.75,"No",0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0
"6620","2791-SFVEW",9,20.15,238.15,"No",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"6621","6457-USBER",1,80.8,80.8,"Yes",0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0
"6629","9979-RGMZT",7,94.05,633.45,"No",1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0
"6632","2108-GLPQB",25,55.55,1405.3,"No",0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0
"6644","3411-WLRSQ",3,74.6,239.05,"No",1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1
"6645","0898-XCGTF",61,96.5,5673.7,"No",0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1
"6650","4020-KIUDI",6,19.85,138.85,"No",0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"6663","6810-VCAEX",47,39.65,1798.65,"No",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0
"6665","4480-MBMLB",36,104.8,3886.45,"No",1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1
"6667","0822-QGCXA",27,83.85,2310.2,"No",1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
"6668","0872-NXJYS",9,79.55,723.4,"Yes",1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0
"6669","2832-KJCRD",38,103.65,3988.5,"No",1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0
"6677","5274-XHAKY",41,94.3,3893.6,"No",1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1
"6680","4940-KHCWD",60,37.7,2288.7,"No",1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1
"6692","8292-FRFZQ",39,41.15,1700.9,"No",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1
"6693","8591-NXRCV",41,74.65,3090.65,"No",1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
"6698","8080-POTJR",30,79.3,2427.1,"No",1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
"6711","4342-HFXWS",48,69.7,3023.65,"No",1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1
"6713","1785-BPHTP",28,85.45,2289.9,"No",0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0
"6715","7315-WYOAW",13,100.75,1313.25,"No",0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0
"6716","1173-XZPYF",11,89.2,990.3,"No",1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0
"6717","9850-OWRHQ",3,74.1,228,"Yes",1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0
"6725","7359-SSBJK",64,70.2,4481,"Yes",1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0
"6728","0749-IRGQE",13,45.3,528.45,"No",1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0
"6740","6994-KERXL",4,55.9,238.5,"No",0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0
"6741","7957-RYHQD",40,79.2,3233.85,"Yes",1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0
"6746","5515-AKOAJ",54,100.1,5440.9,"Yes",1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0
"6759","7956-XQWGU",27,19.4,460.25,"No",0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"6761","5295-PCJOO",4,49.4,184.4,"Yes",0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0
"6763","9863-JZAIC",35,55,2010.55,"Yes",0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0
"6764","7471-MQPOS",71,72.9,5139.65,"No",0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1
"6765","7660-HDPJV",1,69.2,69.2,"Yes",1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0
"6773","7931-PXHFC",38,62.3,2354.8,"Yes",0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0
"6776","3259-KNMRR",57,79.75,4438.2,"No",0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1
"6788","3174-RKMOW",35,109.95,3782.4,"No",0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0
"6789","1760-CAZHT",25,20.8,460.2,"No",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"6794","1320-GVNHT",72,108.4,7767.25,"No",0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
"6807","4933-BSAIP",40,19.1,780.1,"No",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"6809","1116-DXXDF",39,100.45,3801.7,"No",0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0
"6811","7758-XKCBS",15,29.7,438.25,"Yes",0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0
"6812","8992-JQYUN",1,50.35,50.35,"Yes",0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0
"6813","6563-VNPMN",45,85.7,3778.1,"No",1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1
"6821","6300-BWMJX",59,93.35,5386.5,"No",1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
"6824","7009-LGECI",4,50.55,235.65,"No",1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1
"6836","7964-ZRKKG",67,88.4,5798.3,"No",0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1
"6837","5868-YWPDW",6,84.2,519.15,"Yes",0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0
"6842","8217-QYOHV",5,55.75,266.95,"No",0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0
"6855","9700-ZCLOT",2,20,32.7,"No",0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"6857","4534-WGCIR",58,25.15,1509.9,"No",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6859","2685-SREOM",25,89.1,2368.4,"Yes",1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0
"6860","3508-CFVZL",71,111.3,7985.9,"No",1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"6861","0402-CQAJN",37,101.9,3545.35,"Yes",1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1
"6869","1195-OIYEJ",13,91.1,1135.7,"Yes",0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0
"6872","4070-OKWVH",52,94.6,5025.8,"No",1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1
"6884","2133-TSRRM",34,105.35,3688.6,"No",1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1
"6885","7384-GHBPI",3,35.15,99.75,"Yes",0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0
"6890","7952-OBOYL",3,89.85,244.45,"No",0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0
